0,0
0.025,0.536
0.05,0.512
0.075,0.512
0.1,0.513
0.125,0.513
0.15,0.514
0.175,0.515
0.2,0.516
0.225,0.517
0.25,0.519
0.275,0.52
0.3,0.522
0.325,0.524
0.35,0.526
0.375,0.528
0.4,0.531
0.425,0.533
0.45,0.536
0.475,0.539
0.5,0.542
0.525,0.545
0.55,0.548
0.575,0.551
0.6,0.555
0.625,0.559
0.65,0.563
0.675,0.567
0.7,0.571
0.725,0.575
0.75,0.58
0.775,0.584
0.8,0.589
0.825,0.594
0.85,0.599
0.875,0.605
0.9,0.61
0.925,0.613
0.95,0.616
0.975,0.62
